"DATE","YEARMODA","Day","Month","Year","Tmin","Tmax"
1991-02-25,1991225,25,2,1991,2.1,10.4
1991-02-26,1991226,26,2,1991,0.2,12.6
1991-02-27,1991227,27,2,1991,1.2,7.7
1991-02-28,1991228,28,2,1991,0.9,3.2
1991-03-01,199131,1,3,1991,1.2,9.1
1991-03-02,199132,2,3,1991,2.2,7.8
1991-03-03,199133,3,3,1991,1,12.9
1991-03-04,199134,4,3,1991,-0.6,7.6
1991-03-05,199135,5,3,1991,4.3,10
1991-03-06,199136,6,3,1991,6.8,14.6
1991-03-07,199137,7,3,1991,8,13
1991-03-08,199138,8,3,1991,7.3,14.5
1991-03-09,199139,9,3,1991,7.1,12.4
1991-03-10,1991310,10,3,1991,7,15.3
1991-03-11,1991311,11,3,1991,5.7,13.4
1991-03-12,1991312,12,3,1991,3.8,15.3
1991-03-13,1991313,13,3,1991,1.8,16.7
1991-03-14,1991314,14,3,1991,4.3,19
1991-03-15,1991315,15,3,1991,9,15.8
1991-03-16,1991316,16,3,1991,6.9,18
1991-03-17,1991317,17,3,1991,5.4,12.2
1991-03-18,1991318,18,3,1991,5.1,13.4
1991-03-19,1991319,19,3,1991,7.2,12.9
1991-03-20,1991320,20,3,1991,10.1,14.3
1991-03-21,1991321,21,3,1991,6.1,13
1991-03-22,1991322,22,3,1991,4,9.5
1991-03-23,1991323,23,3,1991,2.8,10.4
1991-03-24,1991324,24,3,1991,3.9,8
1991-03-25,1991325,25,3,1991,5.1,6.1
1991-03-26,1991326,26,3,1991,4,8.2
1991-03-27,1991327,27,3,1991,-0.6,13.1
1991-03-28,1991328,28,3,1991,-1.6,10
1991-03-29,1991329,29,3,1991,-2.2,9.5
1991-03-30,1991330,30,3,1991,-4.5,9
1991-03-31,1991331,31,3,1991,-1,10.5
1991-04-01,199141,1,4,1991,4.5,17
1991-04-02,199142,2,4,1991,9.2,16.5
1991-04-03,199143,3,4,1991,6.8,12.8
1991-04-04,199144,4,4,1991,2.9,14
1991-04-05,199145,5,4,1991,6,12.5
1991-04-06,199146,6,4,1991,2.5,13
1991-04-07,199147,7,4,1991,6.5,11.4
1991-04-08,199148,8,4,1991,5.5,11.5
1991-04-09,199149,9,4,1991,5,14.8
1991-04-10,1991410,10,4,1991,3,17
1991-04-11,1991411,11,4,1991,5,18
1991-04-12,1991412,12,4,1991,5.9,19.7
1991-04-13,1991413,13,4,1991,3.5,19.4
1991-04-14,1991414,14,4,1991,4,19.5
1991-04-15,1991415,15,4,1991,3.5,19.3
1991-04-16,1991416,16,4,1991,1.5,9
1991-04-17,1991417,17,4,1991,1.8,4.8
1991-04-18,1991418,18,4,1991,-0.5,5.6
1991-04-19,1991419,19,4,1991,-0.3,7
1991-04-20,1991420,20,4,1991,-2.4,6.9
1991-04-21,1991421,21,4,1991,-3.5,9
1991-04-22,1991422,22,4,1991,2.1,8
1991-04-23,1991423,23,4,1991,1.8,7.9
1991-04-24,1991424,24,4,1991,3.6,10.1
1991-04-25,1991425,25,4,1991,-1.3,12.3
1991-04-26,1991426,26,4,1991,-0.4,14.8
1991-04-27,1991427,27,4,1991,-0.3,15.4
1991-04-28,1991428,28,4,1991,1.6,13.2
1991-04-29,1991429,29,4,1991,2.2,12.9
1991-04-30,1991430,30,4,1991,5.1,8
1991-05-01,199151,1,5,1991,5.2,10.5
1991-05-02,199152,2,5,1991,5,6.6
1991-05-03,199153,3,5,1991,3.1,9.1
1991-05-04,199154,4,5,1991,2.7,8.9
1991-05-05,199155,5,5,1991,4.6,10.3
1991-05-06,199156,6,5,1991,1,12.1
1991-05-07,199157,7,5,1991,2.2,11.9
1991-05-08,199158,8,5,1991,3.6,14.1
1991-05-09,199159,9,5,1991,1.1,14.9
1991-05-10,1991510,10,5,1991,2,18
1991-05-11,1991511,11,5,1991,8,16.7
1991-05-12,1991512,12,5,1991,8,14.8
1991-05-13,1991513,13,5,1991,2.7,18.3
1991-05-14,1991514,14,5,1991,5,12.1
1991-05-15,1991515,15,5,1991,4.3,10.2
1991-05-16,1991516,16,5,1991,3.1,9.9
1991-05-17,1991517,17,5,1991,4.7,10.5
1991-05-18,1991518,18,5,1991,0.9,12.8
1991-05-19,1991519,19,5,1991,3.1,16.2
1991-05-20,1991520,20,5,1991,9.3,19.4
1991-05-21,1991521,21,5,1991,12.2,18.7
1991-05-22,1991522,22,5,1991,8,18.3
1991-05-23,1991523,23,5,1991,4.9,13.2
1991-05-24,1991524,24,5,1991,3,14
1991-05-25,1991525,25,5,1991,4.2,13.3
1991-05-26,1991526,26,5,1991,8.8,11.8
1991-05-27,1991527,27,5,1991,7.2,15.7
1991-05-28,1991528,28,5,1991,3.6,19.1
1991-05-29,1991529,29,5,1991,4.9,20.4
1991-05-30,1991530,30,5,1991,6,21.8
1991-05-31,1991531,31,5,1991,8.4,18.7
1991-06-01,199161,1,6,1991,6.2,16
1991-06-02,199162,2,6,1991,2.1,19.1
1991-06-03,199163,3,6,1991,5.2,11.7
1991-06-04,199164,4,6,1991,4.3,13.7
1991-06-05,199165,5,6,1991,1.9,15
1991-06-06,199166,6,6,1991,7.6,13.3
1991-06-07,199167,7,6,1991,10,15.5
1991-06-08,199168,8,6,1991,10.2,16.3
1991-06-09,199169,9,6,1991,10.2,17
1991-06-10,1991610,10,6,1991,10.5,16.4
1991-06-11,1991611,11,6,1991,11,16.7
1991-06-12,1991612,12,6,1991,12.5,20
1991-06-13,1991613,13,6,1991,11.3,16.8
1991-06-14,1991614,14,6,1991,8.9,18.7
1991-06-15,1991615,15,6,1991,10.4,19.9
1991-06-16,1991616,16,6,1991,11.1,15.2
1991-06-17,1991617,17,6,1991,8,17.4
1991-06-18,1991618,18,6,1991,8.6,14.7
1991-06-19,1991619,19,6,1991,8.2,14.1
1991-06-20,1991620,20,6,1991,9.2,12.7
1991-06-21,1991621,21,6,1991,7.6,20.6
1991-06-22,1991622,22,6,1991,12.9,19
1991-06-23,1991623,23,6,1991,10.4,19.7
1991-06-24,1991624,24,6,1991,15,20
1991-06-25,1991625,25,6,1991,13.8,23.2
1991-06-26,1991626,26,6,1991,12,18.7
1991-06-27,1991627,27,6,1991,9.7,15.9
1991-06-28,1991628,28,6,1991,10,14.1
1991-06-29,1991629,29,6,1991,9,16.5
1991-06-30,1991630,30,6,1991,8.1,20.6
1991-07-01,199171,1,7,1991,15,23.8
1991-07-02,199172,2,7,1991,15.6,28.6
1991-07-03,199173,3,7,1991,13.1,27.7
1991-07-04,199174,4,7,1991,13.3,26.9
1991-07-05,199175,5,7,1991,15.4,28.7
1991-07-06,199176,6,7,1991,18.1,30.4
1991-07-07,199177,7,7,1991,13.8,31
1991-07-08,199178,8,7,1991,18.9,26.2
1991-07-09,199179,9,7,1991,12.7,24.7
1991-07-10,1991710,10,7,1991,10.1,26.9
1991-07-11,1991711,11,7,1991,15.2,32.4
1991-07-12,1991712,12,7,1991,14.1,26.7
1991-07-13,1991713,13,7,1991,12.5,21.5
1991-07-14,1991714,14,7,1991,14.7,22.1
1991-07-15,1991715,15,7,1991,13.2,21.3
1991-07-16,1991716,16,7,1991,12.1,19.6
1991-07-17,1991717,17,7,1991,11.6,19.9
1991-07-18,1991718,18,7,1991,10,17.8
1991-07-19,1991719,19,7,1991,13.6,16.9
1991-07-20,1991720,20,7,1991,11.9,19.4
1991-07-21,1991721,21,7,1991,13.2,20.7
1991-07-22,1991722,22,7,1991,8.8,23.5
1991-07-23,1991723,23,7,1991,9,28.9
1991-07-24,1991724,24,7,1991,16.2,21.2
1991-07-25,1991725,25,7,1991,12.1,19.5
1991-07-26,1991726,26,7,1991,12,19.3
1991-07-27,1991727,27,7,1991,13.2,22
1991-07-28,1991728,28,7,1991,9.3,25.5
1991-07-29,1991729,29,7,1991,11,26.3
1991-07-30,1991730,30,7,1991,13.1,27.4
1991-07-31,1991731,31,7,1991,13.3,19.2
1991-08-01,199181,1,8,1991,11.5,23.3
1991-08-02,199182,2,8,1991,10.7,25.2
1991-08-03,199183,3,8,1991,13.6,24.1
1991-08-04,199184,4,8,1991,15,25.6
1991-08-05,199185,5,8,1991,13,28.1
1991-08-06,199186,6,8,1991,16.1,31
1991-08-07,199187,7,8,1991,15.9,30.4
1991-08-08,199188,8,8,1991,13.9,18.3
1991-08-09,199189,9,8,1991,12,22.5
1991-08-10,1991810,10,8,1991,13.3,24.9
1991-08-11,1991811,11,8,1991,15.1,25.7
1991-08-12,1991812,12,8,1991,15.8,22.7
1991-08-13,1991813,13,8,1991,9.2,22.1
1991-08-14,1991814,14,8,1991,12.1,23.4
1991-08-15,1991815,15,8,1991,11.4,26.5
1991-08-16,1991816,16,8,1991,13.7,23.2
1991-08-17,1991817,17,8,1991,13.6,21.9
1991-08-18,1991818,18,8,1991,11.8,19.7
1991-08-19,1991819,19,8,1991,10.7,19.9
1991-08-20,1991820,20,8,1991,14.3,20.8
1991-08-21,1991821,21,8,1991,11,26.7
1991-08-22,1991822,22,8,1991,16.1,30.1
1991-08-23,1991823,23,8,1991,17.6,23.6
1991-08-24,1991824,24,8,1991,13.9,22.4
1991-08-25,1991825,25,8,1991,9.3,23.2
1991-08-26,1991826,26,8,1991,8.6,24.4
1991-08-27,1991827,27,8,1991,8.1,23.3
1991-08-28,1991828,28,8,1991,10.3,21.7
1991-08-29,1991829,29,8,1991,10,22.2
1991-08-30,1991830,30,8,1991,5.2,22.7
1991-08-31,1991831,31,8,1991,8.9,25.6
1991-09-01,199191,1,9,1991,9.7,27.2
1991-09-02,199192,2,9,1991,9,27.3
1991-09-03,199193,3,9,1991,9.2,27.8
1991-09-04,199194,4,9,1991,8.9,28.5
1991-09-05,199195,5,9,1991,10,24.1
1991-09-06,199196,6,9,1991,12.2,17.4
1991-09-07,199197,7,9,1991,8,17.2
1991-09-08,199198,8,9,1991,10.8,18.3
1991-09-09,199199,9,9,1991,6.1,22.9
1991-09-10,1991910,10,9,1991,7.8,27.1
1991-09-11,1991911,11,9,1991,12.1,21.3
1991-09-12,1991912,12,9,1991,7,19.8
1991-09-13,1991913,13,9,1991,2.7,21.7
1991-09-14,1991914,14,9,1991,2,23.8
1991-09-15,1991915,15,9,1991,9.9,22.4
1991-09-16,1991916,16,9,1991,13.6,23
1991-09-17,1991917,17,9,1991,15.2,20
1991-09-18,1991918,18,9,1991,8.7,23.9
1991-09-19,1991919,19,9,1991,10,17.3
1991-09-20,1991920,20,9,1991,8.2,19.2
1991-09-21,1991921,21,9,1991,6.1,25
1991-09-22,1991922,22,9,1991,14.2,24.5
1991-09-23,1991923,23,9,1991,11.5,17.4
1991-09-24,1991924,24,9,1991,15.8,20.6
1991-09-25,1991925,25,9,1991,16,22.2
1991-09-26,1991926,26,9,1991,12.6,15.8
1991-09-27,1991927,27,9,1991,9.1,15.2
1991-09-28,1991928,28,9,1991,7.3,13.1
1991-09-29,1991929,29,9,1991,11,16
1991-09-30,1991930,30,9,1991,7.7,17.4
1991-10-01,1991101,1,10,1991,3,15.2
1991-10-02,1991102,2,10,1991,9,13.1
1991-10-03,1991103,3,10,1991,6,19
1991-10-04,1991104,4,10,1991,8.9,16.7
1991-10-05,1991105,5,10,1991,4.3,16.4
1991-10-06,1991106,6,10,1991,11,12.2
1991-10-07,1991107,7,10,1991,10.3,14
1991-10-08,1991108,8,10,1991,8,16.8
1991-10-09,1991109,9,10,1991,7.8,17.1
1991-10-10,19911010,10,10,1991,8.5,17.9
1991-10-11,19911011,11,10,1991,10.2,18.3
1991-10-12,19911012,12,10,1991,10.4,14.2
1991-10-13,19911013,13,10,1991,10.1,15.6
1991-10-14,19911014,14,10,1991,7.2,18.2
1991-10-15,19911015,15,10,1991,9.8,18.4
1991-10-16,19911016,16,10,1991,9.1,16.3
1991-10-17,19911017,17,10,1991,6.9,13.1
1991-10-18,19911018,18,10,1991,6.5,11.2
1991-10-19,19911019,19,10,1991,3.8,9.4
1991-10-20,19911020,20,10,1991,5.1,8.5
1991-10-21,19911021,21,10,1991,1.2,8.4
1991-10-22,19911022,22,10,1991,1.1,11.5
1991-10-23,19911023,23,10,1991,7.3,9
1991-10-24,19911024,24,10,1991,6.9,9.4
1991-10-25,19911025,25,10,1991,6.7,10.5
1991-10-26,19911026,26,10,1991,0.8,10.3
1991-10-27,19911027,27,10,1991,0.8,8.4
1991-10-28,19911028,28,10,1991,2.9,7.1
1991-10-29,19911029,29,10,1991,0.3,9
1991-10-30,19911030,30,10,1991,-1.4,6.3
1991-10-31,19911031,31,10,1991,3,8.5
1991-11-01,1991111,1,11,1991,2.2,10.6
1991-11-02,1991112,2,11,1991,9.7,14.4
1991-11-03,1991113,3,11,1991,8.1,13.2
1991-11-04,1991114,4,11,1991,3.7,10.2
1991-11-05,1991115,5,11,1991,5.8,8.7
1991-11-06,1991116,6,11,1991,3.1,7.2
1991-11-07,1991117,7,11,1991,5.4,11.5
1991-11-08,1991118,8,11,1991,6.3,12
1991-11-09,1991119,9,11,1991,2.8,8.6
1991-11-10,19911110,10,11,1991,1.7,7.9
1991-11-11,19911111,11,11,1991,5.1,8
1991-11-12,19911112,12,11,1991,1.8,11
1991-11-13,19911113,13,11,1991,5.2,11.3
1991-11-14,19911114,14,11,1991,3.5,9.7
1991-11-15,19911115,15,11,1991,2,9
1991-11-16,19911116,16,11,1991,-0.4,7.2
1991-11-17,19911117,17,11,1991,1.9,7.4
1991-11-18,19911118,18,11,1991,2.9,7.5
1991-11-19,19911119,19,11,1991,0,9.8
1991-11-20,19911120,20,11,1991,-0.4,4.6
1991-11-21,19911121,21,11,1991,-0.5,4
1991-11-22,19911122,22,11,1991,-1.7,3.4
1991-11-23,19911123,23,11,1991,0.3,7
1991-11-24,19911124,24,11,1991,-0.3,6.3
1991-11-25,19911125,25,11,1991,0.4,3.4
1991-11-26,19911126,26,11,1991,-1.2,6.3
1991-11-27,19911127,27,11,1991,1.8,7
1991-11-28,19911128,28,11,1991,-0.5,6.2
1991-11-29,19911129,29,11,1991,0,3.5
1991-11-30,19911130,30,11,1991,0.9,7.3
1991-12-01,1991121,1,12,1991,-1.5,1.2
1991-12-02,1991122,2,12,1991,-0.6,1
1991-12-03,1991123,3,12,1991,-1.2,0
1991-12-04,1991124,4,12,1991,-2.5,1.3
1991-12-05,1991125,5,12,1991,-1.4,5.7
1991-12-06,1991126,6,12,1991,-2.1,1.2
1991-12-07,1991127,7,12,1991,-0.9,2.4
1991-12-08,1991128,8,12,1991,1,3.1
1991-12-09,1991129,9,12,1991,-3,4
1991-12-10,19911210,10,12,1991,-6.3,-1.8
1991-12-11,19911211,11,12,1991,-5,0.6
1991-12-12,19911212,12,12,1991,-5.4,1.6
1991-12-13,19911213,13,12,1991,-5.1,7.1
1991-12-14,19911214,14,12,1991,-3.9,6.4
1991-12-15,19911215,15,12,1991,-5.3,4.2
1991-12-16,19911216,16,12,1991,0,3.2
1991-12-17,19911217,17,12,1991,1.7,7.5
1991-12-18,19911218,18,12,1991,3.2,7.8
1991-12-19,19911219,19,12,1991,3.6,11
1991-12-20,19911220,20,12,1991,0.5,6.3
1991-12-21,19911221,21,12,1991,2,11
1991-12-22,19911222,22,12,1991,10.2,12.3
1991-12-23,19911223,23,12,1991,6,11.5
1991-12-24,19911224,24,12,1991,3.5,5.7
1991-12-25,19911225,25,12,1991,1.3,4.8
1991-12-26,19911226,26,12,1991,0.2,7.4
1991-12-27,19911227,27,12,1991,4.1,6.1
1991-12-28,19911228,28,12,1991,1.2,7
1991-12-29,19911229,29,12,1991,2,6.1
1991-12-30,19911230,30,12,1991,3.8,4.9
1991-12-31,19911231,31,12,1991,0.3,3.1
1992-01-01,199211,1,1,1992,0.7,4.9
1992-01-02,199212,2,1,1992,0.2,6.3
1992-01-03,199213,3,1,1992,-0.8,4.2
1992-01-04,199214,4,1,1992,4.6,7.8
1992-01-05,199215,5,1,1992,4,10.5
1992-01-06,199216,6,1,1992,2.6,9.7
1992-01-07,199217,7,1,1992,1.2,4.9
1992-01-08,199218,8,1,1992,3.1,9.8
1992-01-09,199219,9,1,1992,6,12
1992-01-10,1992110,10,1,1992,1.1,6.1
1992-01-11,1992111,11,1,1992,-1.4,5.2
1992-01-12,1992112,12,1,1992,2.2,5
1992-01-13,1992113,13,1,1992,1.6,2.8
1992-01-14,1992114,14,1,1992,2.3,3.9
1992-01-15,1992115,15,1,1992,3.9,5
1992-01-16,1992116,16,1,1992,3,4.3
1992-01-17,1992117,17,1,1992,3.1,5.2
1992-01-18,1992118,18,1,1992,2.2,5
1992-01-19,1992119,19,1,1992,2.8,4.4
1992-01-20,1992120,20,1,1992,-3.9,5
1992-01-21,1992121,21,1,1992,-6.1,0.5
1992-01-22,1992122,22,1,1992,-8.3,-0.3
1992-01-23,1992123,23,1,1992,-7,0.2
1992-01-24,1992124,24,1,1992,-7.2,2.7
1992-01-25,1992125,25,1,1992,-7.1,4
1992-01-26,1992126,26,1,1992,-5.2,1
1992-01-27,1992127,27,1,1992,-2.2,3.1
1992-01-28,1992128,28,1,1992,-3.2,1.9
1992-01-29,1992129,29,1,1992,-4.8,7.4
1992-01-30,1992130,30,1,1992,-3.9,-0.9
1992-01-31,1992131,31,1,1992,-2.2,0
1992-02-01,199221,1,2,1992,-4,0.5
1992-02-02,199222,2,2,1992,-4.2,2.8
1992-02-03,199223,3,2,1992,-2.7,6.2
1992-02-04,199224,4,2,1992,1,3.1
1992-02-05,199225,5,2,1992,1,7.2
1992-02-06,199226,6,2,1992,3.6,8.5
1992-02-07,199227,7,2,1992,1.8,9
1992-02-08,199228,8,2,1992,-1.6,7.2
1992-02-09,199229,9,2,1992,-0.7,9.6
1992-02-10,1992210,10,2,1992,4.4,7.6
1992-02-11,1992211,11,2,1992,6,8.5
1992-02-12,1992212,12,2,1992,8.5,13
1992-02-13,1992213,13,2,1992,5,10.1
1992-02-14,1992214,14,2,1992,4.1,9
1992-02-15,1992215,15,2,1992,5.3,12.2
1992-02-16,1992216,16,2,1992,0.9,5.9
1992-02-17,1992217,17,2,1992,-3.2,0.4
1992-02-18,1992218,18,2,1992,-5.9,0.8
1992-02-19,1992219,19,2,1992,-2,1.9
1992-02-20,1992220,20,2,1992,0.1,2.4
1992-02-21,1992221,21,2,1992,0,4.7
1992-02-22,1992222,22,2,1992,-0.2,6.8
1992-02-23,1992223,23,2,1992,2,7.9
1992-02-24,1992224,24,2,1992,1.7,9.4
1992-02-25,1992225,25,2,1992,4,9.3
1992-02-26,1992226,26,2,1992,3.8,11.9
1992-02-27,1992227,27,2,1992,2.1,13
1992-02-28,1992228,28,2,1992,3,15.6
1992-02-29,1992229,29,2,1992,4.1,16.3
1992-03-01,199231,1,3,1992,4,15.5
1992-03-02,199232,2,3,1992,3.9,8.7
1992-03-03,199233,3,3,1992,4.4,11.8
1992-03-04,199234,4,3,1992,4,14.9
1992-03-05,199235,5,3,1992,1.3,14.2
1992-03-06,199236,6,3,1992,2,10.9
1992-03-07,199237,7,3,1992,0,13
1992-03-08,199238,8,3,1992,1.9,14.1
1992-03-09,199239,9,3,1992,4.1,13.2
1992-03-10,1992310,10,3,1992,4,12.7
1992-03-11,1992311,11,3,1992,2,7.4
1992-03-12,1992312,12,3,1992,3.6,9.3
1992-03-13,1992313,13,3,1992,3,10.4
1992-03-14,1992314,14,3,1992,0.6,6.2
1992-03-15,1992315,15,3,1992,2.7,5
1992-03-16,1992316,16,3,1992,1.7,7.9
1992-03-17,1992317,17,3,1992,3.5,10.7
1992-03-18,1992318,18,3,1992,1.8,14.1
1992-03-19,1992319,19,3,1992,4.7,10.2
1992-03-20,1992320,20,3,1992,6,15.8
1992-03-21,1992321,21,3,1992,5.8,12.7
1992-03-22,1992322,22,3,1992,4.1,10.9
1992-03-23,1992323,23,3,1992,3,7.4
1992-03-24,1992324,24,3,1992,2.1,7.8
1992-03-25,1992325,25,3,1992,3,5.7
1992-03-26,1992326,26,3,1992,1.9,5
1992-03-27,1992327,27,3,1992,3.3,7.2
1992-03-28,1992328,28,3,1992,0.9,5.3
1992-03-29,1992329,29,3,1992,0.7,6.9
1992-03-30,1992330,30,3,1992,4.7,11.3
1992-03-31,1992331,31,3,1992,1.2,13.2
1992-04-01,199241,1,4,1992,1.8,10.1
1992-04-02,199242,2,4,1992,3,9.9
1992-04-03,199243,3,4,1992,4.6,10
1992-04-04,199244,4,4,1992,2.7,8.6
1992-04-05,199245,5,4,1992,1.4,8.9
1992-04-06,199246,6,4,1992,2.2,12
1992-04-07,199247,7,4,1992,3.1,13.2
1992-04-08,199248,8,4,1992,0,14.8
1992-04-09,199249,9,4,1992,-0.6,15.6
1992-04-10,1992410,10,4,1992,0.7,17.1
1992-04-11,1992411,11,4,1992,3,16.4
1992-04-12,1992412,12,4,1992,5.1,17.5
1992-04-13,1992413,13,4,1992,4.7,10.3
1992-04-14,1992414,14,4,1992,6.2,14
1992-04-15,1992415,15,4,1992,3.4,9.8
1992-04-16,1992416,16,4,1992,1.1,4.7
1992-04-17,1992417,17,4,1992,2,5.9
1992-04-18,1992418,18,4,1992,5.1,12
1992-04-19,1992419,19,4,1992,4.2,12
1992-04-20,1992420,20,4,1992,1.9,11.4
1992-04-21,1992421,21,4,1992,0.6,16.3
1992-04-22,1992422,22,4,1992,6.7,14.5
1992-04-23,1992423,23,4,1992,7.6,12
1992-04-24,1992424,24,4,1992,7,16.9
1992-04-25,1992425,25,4,1992,8.1,17.2
1992-04-26,1992426,26,4,1992,10,19.4
1992-04-27,1992427,27,4,1992,8.1,15.1
1992-04-28,1992428,28,4,1992,8,15.3
1992-04-29,1992429,29,4,1992,6.4,11.6
1992-04-30,1992430,30,4,1992,4.1,15.2
1992-05-01,199251,1,5,1992,2.9,12.8
1992-05-02,199252,2,5,1992,2.7,12.4
1992-05-03,199253,3,5,1992,4.8,11.5
1992-05-04,199254,4,5,1992,-0.3,15.9
1992-05-05,199255,5,5,1992,1.1,18.2
1992-05-06,199256,6,5,1992,6.2,14.5
1992-05-07,199257,7,5,1992,7.7,19
1992-05-08,199258,8,5,1992,7,14.8
1992-05-09,199259,9,5,1992,6.7,12.7
1992-05-10,1992510,10,5,1992,7.8,13.4
1992-05-11,1992511,11,5,1992,8.4,12.4
1992-05-12,1992512,12,5,1992,4,15.8
1992-05-13,1992513,13,5,1992,6.9,22.1
1992-05-14,1992514,14,5,1992,11.8,28.2
1992-05-15,1992515,15,5,1992,12.1,29
1992-05-16,1992516,16,5,1992,13,23.2
1992-05-17,1992517,17,5,1992,6.5,17.8
1992-05-18,1992518,18,5,1992,5.1,22.3
1992-05-19,1992519,19,5,1992,7,21.9
1992-05-20,1992520,20,5,1992,7.4,23.5
1992-05-21,1992521,21,5,1992,8.3,22.3
1992-05-22,1992522,22,5,1992,8.8,22.9
1992-05-23,1992523,23,5,1992,8.7,24.7
1992-05-24,1992524,24,5,1992,9.8,24.9
1992-05-25,1992525,25,5,1992,11.7,24.3
1992-05-26,1992526,26,5,1992,11,24.8
1992-05-27,1992527,27,5,1992,11.6,21.9
1992-05-28,1992528,28,5,1992,11.1,24.3
1992-05-29,1992529,29,5,1992,10.9,21.7
1992-05-30,1992530,30,5,1992,13.6,24.1
1992-05-31,1992531,31,5,1992,11.3,23.3
1992-06-01,199261,1,6,1992,14.8,24.3
1992-06-02,199262,2,6,1992,14,20.9
1992-06-03,199263,3,6,1992,10.8,20.4
1992-06-04,199264,4,6,1992,11,13.5
1992-06-05,199265,5,6,1992,10.8,15.6
1992-06-06,199266,6,6,1992,13.2,16.9
1992-06-07,199267,7,6,1992,12,19.4
1992-06-08,199268,8,6,1992,10.1,19.4
1992-06-09,199269,9,6,1992,10.2,20.9
1992-06-10,1992610,10,6,1992,9.3,22.1
1992-06-11,1992611,11,6,1992,8.2,17.6
1992-06-12,1992612,12,6,1992,9.7,19.1
1992-06-13,1992613,13,6,1992,7.4,23.2
1992-06-14,1992614,14,6,1992,11.3,25
1992-06-15,1992615,15,6,1992,11.7,25.9
1992-06-16,1992616,16,6,1992,12.2,23
1992-06-17,1992617,17,6,1992,10,21.7
1992-06-18,1992618,18,6,1992,8.6,16.5
1992-06-19,1992619,19,6,1992,7.1,16.3
1992-06-20,1992620,20,6,1992,11.6,19.4
1992-06-21,1992621,21,6,1992,9.3,15.9
1992-06-22,1992622,22,6,1992,8.3,21
1992-06-23,1992623,23,6,1992,10.2,22.4
1992-06-24,1992624,24,6,1992,13,19.1
1992-06-25,1992625,25,6,1992,13.2,19.9
1992-06-26,1992626,26,6,1992,13,22.4
1992-06-27,1992627,27,6,1992,10.9,25.3
1992-06-28,1992628,28,6,1992,9.5,25.6
1992-06-29,1992629,29,6,1992,9.5,26.7
1992-06-30,1992630,30,6,1992,12,26.9
1992-07-01,199271,1,7,1992,16.3,22.7
1992-07-02,199272,2,7,1992,12.2,21.9
1992-07-03,199273,3,7,1992,13.1,22.7
1992-07-04,199274,4,7,1992,14.7,21.1
1992-07-05,199275,5,7,1992,11.8,21.4
1992-07-06,199276,6,7,1992,13,13
1992-07-07,199277,7,7,1992,12.4,21.4
1992-07-08,199278,8,7,1992,9,24.1
1992-07-09,199279,9,7,1992,14.1,23.9
1992-07-10,1992710,10,7,1992,14.7,20.3
1992-07-11,1992711,11,7,1992,12,18.9
1992-07-12,1992712,12,7,1992,13.1,19.2
1992-07-13,1992713,13,7,1992,11.7,19.5
1992-07-14,1992714,14,7,1992,16.2,18.4
1992-07-15,1992715,15,7,1992,13,20.9
1992-07-16,1992716,16,7,1992,14.4,19.5
1992-07-17,1992717,17,7,1992,16.8,22.8
1992-07-18,1992718,18,7,1992,12.7,21.4
1992-07-19,1992719,19,7,1992,13,26.3
1992-07-20,1992720,20,7,1992,15.4,27.9
1992-07-21,1992721,21,7,1992,17.3,28
1992-07-22,1992722,22,7,1992,12.8,22.9
1992-07-23,1992723,23,7,1992,10.1,24.7
1992-07-24,1992724,24,7,1992,13,26.8
1992-07-25,1992725,25,7,1992,14.6,22.9
1992-07-26,1992726,26,7,1992,13.4,24.6
1992-07-27,1992727,27,7,1992,12.5,23.7
1992-07-28,1992728,28,7,1992,9.1,22
1992-07-29,1992729,29,7,1992,8.6,24.2
1992-07-30,1992730,30,7,1992,12.8,29.7
1992-07-31,1992731,31,7,1992,15.1,28.5
1992-08-01,199281,1,8,1992,17.6,28.4
1992-08-02,199282,2,8,1992,16.7,23.2
1992-08-03,199283,3,8,1992,15.1,26.4
1992-08-04,199284,4,8,1992,13.7,21.7
1992-08-05,199285,5,8,1992,9.5,26.8
1992-08-06,199286,6,8,1992,12.5,28
1992-08-07,199287,7,8,1992,13.2,29.5
1992-08-08,199288,8,8,1992,18.1,31.5
1992-08-09,199289,9,8,1992,18.7,31.2
1992-08-10,1992810,10,8,1992,16.7,19.9
1992-08-11,1992811,11,8,1992,10.3,23.3
1992-08-12,1992812,12,8,1992,13.7,21.6
1992-08-13,1992813,13,8,1992,12.8,16.5
1992-08-14,1992814,14,8,1992,13.1,18.1
1992-08-15,1992815,15,8,1992,10.2,18.7
1992-08-16,1992816,16,8,1992,9,20.6
1992-08-17,1992817,17,8,1992,12.5,17.9
1992-08-18,1992818,18,8,1992,14.6,22.2
1992-08-19,1992819,19,8,1992,13.2,27.7
1992-08-20,1992820,20,8,1992,16.7,25
1992-08-21,1992821,21,8,1992,13.1,20.4
1992-08-22,1992822,22,8,1992,11.5,24.2
1992-08-23,1992823,23,8,1992,11.9,19.3
1992-08-24,1992824,24,8,1992,11.5,21.4
1992-08-25,1992825,25,8,1992,16.1,23.3
1992-08-26,1992826,26,8,1992,18.2,25.7
1992-08-27,1992827,27,8,1992,18,23.4
1992-08-28,1992828,28,8,1992,17.1,27.2
1992-08-29,1992829,29,8,1992,12.8,17.4
1992-08-30,1992830,30,8,1992,10.6,20.3
1992-08-31,1992831,31,8,1992,11.9,14.2
