"chillR_code","STATION.NAME","CTRY","Lat","Long","BEGIN","END","distance"
"083300_99999","TALAVERA LA REAL","SP",38.891,-6.821,19730101,20210206,2099.77
"085750_99999","BRAGANCA","PO",41.86,-6.706,19480112,20210206,2106.91
"080530_99999","PONFERRADA","SP",42.567,-6.6,19730102,20210206,2109.68
"400160_99999","HASSAKAH","SY",36.5,40.75,19370105,20210104,2118.43
"083830_99999","HUELVA","SP",37.283,-6.917,19730101,20210206,2119.99
"072010_99999","PLUGUFFAN","FR",47.975,-4.168,19730102,20210206,2120.15
"370210_99999","MAJKOP","RS",44.617,40.083,19611005,20210206,2120.75
"072000_99999","PENMARCH","FR",47.8,-4.367,19360102,20210206,2124.45
"170960_99999","ERZURUM","TU",39.957,41.17,19500501,20210206,2132.01
"347200_99999","TAGANROG","RS",47.2,38.9,19590101,20210206,2133.45
"400010_99999","KAMISHLY","SY",37.021,41.191,19501109,20210206,2149.74
"085710_99999","PORTALEGRE","PO",39.283,-7.417,19480112,20210206,2150.53
"601200_99999","KENITRA (RMAFB)","MO",34.3,-6.6,19490122,20210206,2151.19
"348380_99999","TIHORECK","RS",45.85,40.083,19550101,20210206,2161.95
"170420_99999","HOPA","TU",41.4,41.433,19630103,20210206,2163.62
"085680_99999","PENHAS DOURADAS","PO",40.417,-7.55,19480113,20210206,2163.91
"406420_99999","RUTBAH","IZ",33.033,40.283,19370107,20210206,2164.55
"601350_99999","SALE","MO",34.051,-6.752,19430113,20210206,2171.81
"374840_99999","BATUMI","GG",41.61,41.6,19320101,20210206,2179.75
"374960_99999","BATUMI","GG",41.6,41.633,19550101,20210206,2182.38
"080080_99999","LUGO/ROZAS","SP",43.117,-7.45,19730101,20210206,2188.54
"404000_99999","WEJH","SA",26.199,36.476,19730101,20210206,2191.21
"373790_99999","POTI","GG",42.133,41.7,19320102,20210204,2194.52
"601910_99999","BENI-MELLAL","MO",32.367,-6.4,19730101,20210206,2196.54
"374810_99999","KOBULETI","GG",41.867,41.767,19600112,20210206,2196.57
"085620_99999","BEJA","PO",38.079,-7.932,19480808,20210206,2201.12
"172100_99999","SIIRT","TU",37.917,41.95,19630104,20210206,2206.36
"370310_99999","ARMAVIR","RS",44.983,41.117,19320101,20210206,2210.5
"372790_99999","ZUGDIDI","GG",42.517,41.883,19590101,20210206,2215.08
"085540_99999","FARO","PO",37.014,-7.966,19480111,20210206,2216.02
"371930_99999","TEBERDA","RS",43.45,41.733,19360101,20210206,2219.84
"601780_99999","KHOURIBGA","MO",32.867,-6.967,19500621,20210206,2228.79
"085490_99999","COIMBRA","PO",40.2,-8.417,19480111,20210104,2236.79
"374920_99999","BAKHMARO","GG",41.85,42.317,19590101,20210206,2241.79
"080420_99999","SANTIAGO","SP",42.896,-8.415,19730101,20210206,2262.2
"085450_99999","PORTO","PO",41.248,-8.681,19310103,20210206,2264.29
"370360_99999","NEVINNOMYSSK","RS",44.633,41.967,19480102,20210206,2265.82
"601560_99999","MOHAMMED V","MO",33.367,-7.59,19421121,20210206,2267.45
"601550_99999","ANFA","MO",33.557,-7.66,19490101,20210206,2267.63
"080450_99999","VIGO","SP",42.232,-8.627,19730101,20210206,2269.77
"080010_99999","LA CORUNA","SP",43.367,-8.417,19310101,20210206,2270.69
"080440_99999","PONTEVEDRA","SP",42.433,-8.617,19730101,20210206,2271.61
"406290_99999","ANAH","IZ",34.367,41.95,19730101,20210206,2271.94
"373950_99999","KUTAISI","GG",42.267,42.633,19361231,20210206,2272.8
"372980_99999","TSAGERI","GG",42.633,42.7,19590101,20210206,2283.29
"403610_99999","AL JOUF","SA",29.785,40.1,19730101,20210206,2284.5
"349490_99999","SHPAKOVSKOYE","RS",45.109,42.113,19590101,20210206,2289.91
"375140_99999","AKHALTSIKHE","GG",41.65,43,19590915,20210206,2296.33
"170980_99999","KARS","TU",40.562,43.115,19630105,20210206,2299.25
"602650_99999","OUARZAZATE","MO",30.939,-6.909,19490401,20210206,2299.4
"085360_99999","LISBOA","PO",38.781,-9.136,19310103,20210206,2301.09
"346440_99999","KONSTANTINOVSK","RS",47.583,41.1,19590101,20210206,2302.82
"348450_99999","GORODOVIKOVSK","RS",46.067,41.967,19590101,20210122,2308.22
"406340_99999","HADITHAH","IZ",34.133,42.35,19371002,20210206,2314.14
"373080_99999","AMBROLAURI","GG",42.517,43.133,19690218,20210206,2316.94
"171700_99999","VAN","TU",38.468,43.332,19570701,20210206,2322.44
"403570_99999","ARAR","SA",30.907,41.138,19510407,20210206,2323.16
"406080_99999","MOSUL","IZ",36.306,43.147,19370111,20210206,2334.18
"374030_99999","SACHKHERE","GG",42.35,43.417,19590101,20210206,2338.07
"374090_99999","MTA-SABUETI","GG",42.033,43.483,19590101,20210206,2339.99
"370540_99999","MINERALNYYE VODY","RS",44.225,43.082,19550101,20210206,2342.77
"349540_99999","SVETLOGRAD","RS",45.35,42.85,19361231,20210206,2352.65
"376820_99999","AMASIA","AM",40.95,43.783,19590101,20210206,2357.11
"377870_99999","ARMAVIR","AM",40.133,43.903,19590101,20210206,2365.46
"172850_99999","HAKKARI","TU",37.567,43.767,19730101,20210206,2369.53
"602300_99999","MENARA","MO",31.607,-8.036,19430118,20210206,2370.86
"370580_99999","GEORGIEVSK","RS",44.15,43.467,19590101,20210206,2371.4
"372120_99999","NALCHIK","RS",43.513,43.637,19480101,20210206,2372.82
"346460_99999","CIMLJANSK","RS",47.633,42.117,19590101,20210206,2375.99
"171000_99999","IGDIR","TU",39.917,44.05,19630106,20210206,2378.12
"406580_99999","NUKHEB","IZ",32.033,42.283,19490321,20210206,2378.34
"347430_99999","ZIMOVNIKI","RS",47.15,42.483,19590101,20210206,2383.5
"349580_99999","BLAGODARNYJ","RS",45.1,43.45,19610814,20210206,2391.83
"375310_99999","GORI","GG",41.983,44.117,19590101,20210206,2391.83
"348580_99999","DIVNOE","RS",45.917,43.35,19351231,20210206,2406.44
"376990_99999","APARAN","AM",40.533,44.383,19590101,20210206,2406.56
"377040_99999","VANADZOR","AM",40.817,44.436,19590828,20210206,2411.65
"376210_99999","BOLNISI","GG",41.45,44.55,19590101,20210206,2423.89
"406110_99999","SALLAHDEEN","IZ",36.383,44.2,19730101,20210206,2426
"375410_99999","MUHRANI","GG",41.933,44.583,19590101,20210206,2429.93
"370610_99999","BUDENNOVSK","RS",44.783,44.133,19480101,20210206,2436.98
"377920_99999","HRAZDAN","AM",40.483,44.75,19590101,20210206,2437.61
"374370_99999","DUSETI","GG",42.083,44.7,19590101,20210206,2440.83
"375490_99999","TBILISI / LOCHINI AIRPORT","GG",41.75,44.767,19590101,20210206,2443.83
"346550_99999","KOTEL'NIKOVO","RS",47.633,43.15,19320102,20210206,2448.83
"347590_99999","REMONTNOE","RS",46.567,43.667,19480101,20210206,2449.63
"372280_99999","VLADIKAVKAZ","RS",43.033,44.683,19320101,20210113,2449.68
"601850_99999","SAFI","MO",32.283,-9.233,19490404,20210206,2451.08
"406210_99999","KIRKUK AB","IZ",35.469,44.349,19370105,20210206,2457.99
